event,round,name,scores
2008 Gold Coast,round_1,Bobby Martinez,"[7.33, 4.07, 2.87, 4.67, 5.6]"
2008 Gold Coast,round_1,Royden Bryson,"[5.17, 0.43, 5.5, 2.73, 4.57]"
2008 Gold Coast,round_1,Jihad Khodr,"[2.17, 6.5, 3.33, 0.3, 1.0, 0.57, 3.83]"
2008 Gold Coast,round_1,Dean Morrison,"[9.0, 4.33, 1.17, 5.0, 6.17]"
2008 Gold Coast,round_1,Kieren Perrow,"[5.5, 0.5, 4.67, 7.5, 0.87]"
2008 Gold Coast,round_1,Daniel Wills,"[3.33, 0.67, 0.37, 2.0, 1.77, 3.53, 4.9, 4.2]"
2008 Gold Coast,round_1,Bruce Irons,"[0.83, 1.2, 0.37, 6.17, 0.9, 7.83, 1.33]"
2008 Gold Coast,round_1,Jeremy Flores,"[0.5, 6.67, 1.1, 2.17, 0.3, 4.07, 0.67, 5.17]"
2008 Gold Coast,round_1,Roy Powers,"[4.0, 1.87, 1.4, 3.63, 2.8, 1.5]"
2008 Gold Coast,round_1,Heitor Alves,"[1.1, 2.27, 1.5, 2.93, 7.67, 1.6, 8.17, 1.67]"
2008 Gold Coast,round_1,Pancho Sullivan,"[1.0, 2.83, 4.67, 4.5, 2.3, 1.77, 0.5, 8.4, 0.3, 5.0]"
2008 Gold Coast,round_1,Ricky Basnett,"[1.2, 1.33, 1.83, 6.5, 1.1, 3.1, 0.27, 1.0, 0.77, 1.27, 2.17]"
2008 Gold Coast,round_1,Mikael Picon,"[7.0, 5.5, 0.2, 3.9, 1.87, 0.77, 2.93]"
2008 Gold Coast,round_1,Andy Irons,"[0.43, 2.83, 3.83, 0.37, 1.5, 1.1, 0.4, 1.43, 0.47, 0.8, 7.67]"
2008 Gold Coast,round_1,Freddy Patacchia Jr.,[]
2008 Gold Coast,round_1,Bede Durbidge,"[2.0, 1.0, 6.17, 0.37, 1.13, 0.23, 8.0, 8.83, 1.0, 2.2]"
2008 Gold Coast,round_1,Leonardo Neves,"[5.17, 1.0, 1.67, 6.33, 3.37, 3.47, 0.5, 1.67, 8.23]"
2008 Gold Coast,round_1,Daniel Ross,"[3.67, 0.5, 3.5, 0.3, 5.9, 0.23, 1.07, 4.13, 0.37, 2.87, 2.6]"
2008 Gold Coast,round_1,Joel Parkinson,"[7.33, 0.5, 4.83, 7.77, 6.43, 3.93, 0.9]"
2008 Gold Coast,round_1,Neco Padaratz,"[2.17, 6.33, 1.93, 7.67, 0.5, 3.83, 1.97, 5.23, 2.43, 2.43, 0.73, 3.6]"
2008 Gold Coast,round_1,Nic Muscroft,"[5.67, 0.5, 0.3, 5.83, 1.5, 2.73, 0.3, 6.97]"
2008 Gold Coast,round_1,Mick Fanning,"[2.0, 5.83, 1.83, 6.27, 3.57, 3.43, 6.57, 8.67, 0.37, 2.13, 3.8]"
2008 Gold Coast,round_1,Mick Campbell,"[2.33, 0.77, 3.17, 4.5, 0.23, 1.97, 6.33, 3.57, 2.17, 4.1, 4.37]"
2008 Gold Coast,round_1,Tamaroa McComb,"[0.57, 1.07, 2.3, 0.93, 4.6, 1.57, 4.8, 1.0, 1.93, 2.73, 1.73, 2.33]"
2008 Gold Coast,round_1,Taj Burrow,"[1.5, 0.93, 2.07, 7.67, 8.83, 6.9]"
2008 Gold Coast,round_1,Adrian Buchan,"[4.0, 2.1, 2.93, 4.43, 1.0, 7.17, 8.93, 2.0]"
2008 Gold Coast,round_1,Julian Wilson,"[6.17, 1.87, 1.0, 4.27, 0.83, 4.33, 3.27]"
2008 Gold Coast,round_1,Kelly Slater,"[4.0, 3.0, 3.4, 4.83, 6.27, 2.0, 3.27, 7.07, 7.1]"
2008 Gold Coast,round_1,Rodrigo Dornelles,"[2.17, 0.5, 7.5, 4.07, 0.23, 1.0, 1.97, 6.1, 0.93, 4.6]"
2008 Gold Coast,round_1,Michel Bourez,"[1.77, 1.0, 0.87, 5.33, 5.17, 5.03, 2.43, 2.37, 0.43, 7.1, 5.37]"
2008 Gold Coast,round_1,Adriano de Souza,"[1.77, 6.5, 1.83, 6.0, 1.0, 7.17, 1.0, 0.73, 1.0, 1.63, 3.9]"
2008 Gold Coast,round_1,C.J. Hobgood,"[0.73, 5.23, 1.27, 0.63, 3.53, 2.1, 0.83]"
2008 Gold Coast,round_1,Kai Otton,[]
2008 Gold Coast,round_1,Travis Logie,"[0.83, 2.33, 0.63, 3.57, 7.0, 7.83, 2.3]"
2008 Gold Coast,round_1,Aritz Aranburu,"[6.67, 3.33, 2.37, 4.1, 6.17]"
2008 Gold Coast,round_1,Dayyan Neve,"[1.0, 3.33, 2.0, 4.17, 5.2, 4.43]"
2008 Gold Coast,round_1,Tom Whitaker,"[4.5, 2.0, 9.0, 7.17, 1.77, 0.67, 5.07, 0.87, 5.6]"
2008 Gold Coast,round_1,Tiago Pires,"[7.0, 1.5, 2.3, 1.7, 5.07, 1.0, 2.5]"
2008 Gold Coast,round_1,Taylor Knox,"[3.33, 1.0, 5.5, 1.03, 2.17, 3.83, 0.57, 6.33, 0.83, 1.43, 0.57, 1.0, 3.2]"
2008 Gold Coast,round_1,Ben Dunn,"[4.17, 0.5, 0.83, 8.93, 6.4, 1.93, 2.13, 4.4]"
2008 Gold Coast,round_1,Jay Thompson,"[5.5, 6.83, 2.33, 4.67, 5.1, 0.77, 6.73, 1.0]"
2008 Gold Coast,round_1,Luke Munro,"[1.0, 3.17, 1.5, 7.5, 0.5, 5.43, 5.67]"
2008 Gold Coast,round_1,Dane Reynolds,"[2.0, 0.33, 8.0, 0.37, 6.0, 2.33, 6.23, 0.2, 0.43, 9.5, 5.27]"
2008 Gold Coast,round_1,Damien Hobgood,"[1.5, 6.33, 1.0, 7.0, 1.67, 5.1, 7.2, 4.73, 9.0, 1.93]"
2008 Gold Coast,round_1,Luke Stedman,"[0.43, 0.43, 2.0, 1.5, 3.67, 4.83, 4.0, 2.27, 2.73]"
2008 Gold Coast,round_1,Tim Reyes,"[0.67, 4.87, 8.73, 5.73, 2.2, 5.93, 4.6]"
2008 Gold Coast,round_1,Jordy Smith,"[5.67, 2.4, 1.17, 5.5, 1.0, 0.97, 5.43]"
2008 Gold Coast,round_2,Andy Irons,"[6.67, 9.7, 1.07, 2.83]"
2008 Gold Coast,round_2,Tamaroa McComb,"[0.5, 1.0, 1.57, 0.8, 0.5, 4.33, 0.53]"
2008 Gold Coast,round_2,Julian Wilson,"[8.17, 0.43, 5.17, 5.83, 5.0]"
2008 Gold Coast,round_2,Pancho Sullivan,"[1.33, 7.0, 5.17, 0.93, 6.23, 4.67]"
2008 Gold Coast,round_2,Jeremy Flores,"[1.93, 4.83, 0.67, 6.0, 0.43]"
2008 Gold Coast,round_2,Michel Bourez,"[3.5, 0.5, 1.67, 0.57, 4.5, 1.17, 0.27, 0.23, 2.77]"
2008 Gold Coast,round_2,C.J. Hobgood,"[0.43, 6.33, 1.0, 5.83]"
2008 Gold Coast,round_2,Nic Muscroft,"[2.67, 7.17, 4.83]"
2008 Gold Coast,round_2,Tom Whitaker,"[3.33, 0.23, 1.7, 2.17, 4.17, 6.83, 5.5]"
2008 Gold Coast,round_2,Daniel Ross,"[1.5, 4.83, 1.83, 6.0]"
2008 Gold Coast,round_2,Roy Powers,"[7.17, 1.0, 2.0, 6.57, 5.6]"
2008 Gold Coast,round_2,Damien Hobgood,"[6.17, 3.43]"
2008 Gold Coast,round_2,Kieren Perrow,"[7.67, 7.17, 3.5, 4.33, 1.8, 6.13]"
2008 Gold Coast,round_2,Mick Campbell,"[3.17, 1.9, 5.33, 1.6, 7.33]"
2008 Gold Coast,round_2,Adrian Buchan,"[9.0, 8.17, 3.67, 8.17]"
2008 Gold Coast,round_2,Jihad Khodr,"[2.67, 6.0, 6.5, 4.73]"
2008 Gold Coast,round_2,Rodrigo Dornelles,"[1.67, 3.83, 1.37, 4.33, 0.43, 6.0, 5.7]"
2008 Gold Coast,round_2,Neco Padaratz,[]
2008 Gold Coast,round_2,Aritz Aranburu,[]
2008 Gold Coast,round_2,Leonardo Neves,[]
2008 Gold Coast,round_2,Tiago Pires,"[6.67, 5.83, 1.0, 7.0]"
2008 Gold Coast,round_2,Jay Thompson,"[2.0, 4.33, 3.0, 1.43]"
2008 Gold Coast,round_2,Freddy Patacchia Jr.,[]
2008 Gold Coast,round_2,Dane Reynolds,[]
2008 Gold Coast,round_2,Ricky Basnett,"[3.83, 7.17, 6.33, 2.6, 6.03, 7.03]"
2008 Gold Coast,round_2,Jordy Smith,"[1.0, 0.8, 2.0, 4.67, 5.33, 4.73]"
2008 Gold Coast,round_2,Daniel Wills,"[1.5, 7.17, 4.0, 8.17, 5.67]"
2008 Gold Coast,round_2,Tim Reyes,"[4.83, 2.83, 1.27, 6.67, 1.77, 1.0, 2.47, 1.23]"
2008 Gold Coast,round_2,Royden Bryson,"[1.83, 8.33, 1.0, 7.83, 0.93, 2.07]"
2008 Gold Coast,round_2,Ben Dunn,"[4.17, 1.2, 1.8]"
2008 Gold Coast,round_2,Travis Logie,"[0.67, 6.67, 5.4]"
2008 Gold Coast,round_3,Bede Durbidge,"[3.67, 9.63, 3.67, 0.5, 8.0, 5.17]"
2008 Gold Coast,round_3,Kieren Perrow,"[2.83, 7.17, 5.27, 3.4, 2.57, 2.47]"
2008 Gold Coast,round_3,Ben Dunn,"[7.33, 5.0, 8.0, 1.0]"
2008 Gold Coast,round_3,Tom Whitaker,"[0.23, 6.5, 4.33, 1.0, 0.43, 0.3, 2.17]"
2008 Gold Coast,round_3,Taylor Knox,"[6.33, 5.17, 5.67, 6.23]"
2008 Gold Coast,round_3,Dayyan Neve,"[4.33, 7.33, 4.1, 5.1]"
2008 Gold Coast,round_3,Joel Parkinson,"[5.17, 8.83, 7.0, 1.0, 8.17, 0.8]"
2008 Gold Coast,round_3,Roy Powers,"[0.43, 1.23, 5.17, 3.67, 0.63, 1.6, 1.67, 3.5]"
2008 Gold Coast,round_3,Dean Morrison,"[8.0, 5.33, 8.1, 6.0]"
2008 Gold Coast,round_3,Dane Reynolds,"[2.17, 8.67, 3.5, 2.83, 4.0, 4.57, 4.6]"
2008 Gold Coast,round_3,Jordy Smith,"[1.5, 7.33, 9.33, 6.5, 3.07, 9.7]"
2008 Gold Coast,round_3,Bobby Martinez,"[2.83, 5.83, 6.77, 8.97, 1.0]"
2008 Gold Coast,round_3,Leonardo Neves,"[6.17, 7.83]"
2008 Gold Coast,round_3,Neco Padaratz,"[1.0, 5.83, 2.83, 1.07, 2.07]"
2008 Gold Coast,round_3,Mick Fanning,"[7.0, 8.5, 9.07, 7.83, 6.0, 0.9, 5.0, 2.8]"
2008 Gold Coast,round_3,Julian Wilson,"[2.5, 3.33, 0.5, 4.0]"
2008 Gold Coast,round_3,Taj Burrow,"[9.87, 9.33, 5.67, 1.13, 2.4, 0.83]"
2008 Gold Coast,round_3,Mikael Picon,"[1.5, 1.0, 1.7, 1.83, 3.33, 4.33]"
2008 Gold Coast,round_3,Adrian Buchan,"[6.67, 1.0, 2.67, 5.5, 2.4, 1.5, 0.6, 7.5]"
2008 Gold Coast,round_3,Bruce Irons,"[4.17, 1.77, 2.27, 1.23, 1.43]"
2008 Gold Coast,round_3,Jeremy Flores,"[5.5, 4.67, 4.23, 1.93, 0.7, 7.33, 1.07, 5.1]"
2008 Gold Coast,round_3,Jay Thompson,[5.23]
2008 Gold Coast,round_3,Tim Reyes,"[7.67, 8.83, 3.17, 1.8]"
2008 Gold Coast,round_3,C.J. Hobgood,"[6.67, 5.33, 6.33, 1.4, 5.17, 3.57]"
2008 Gold Coast,round_3,Kelly Slater,"[5.0, 0.4, 0.63, 7.83, 8.5, 2.4, 9.43, 0.93, 2.13, 3.77, 1.0]"
2008 Gold Coast,round_3,Heitor Alves,"[6.83, 0.5, 1.9, 7.0, 1.0, 4.17, 4.6, 0.43, 4.37]"
2008 Gold Coast,round_3,Adriano de Souza,"[0.43, 8.0, 3.43, 5.17, 1.43]"
2008 Gold Coast,round_3,Luke Stedman,"[6.5, 0.2, 3.83, 1.67, 2.5]"
2008 Gold Coast,round_3,Andy Irons,"[8.67, 2.0, 3.67, 9.17, 0.3, 1.17, 1.13]"
2008 Gold Coast,round_3,Kai Otton,[]
2008 Gold Coast,round_3,Luke Munro,"[3.67, 1.6, 4.83, 0.83, 8.83, 2.3, 0.47, 5.27, 5.43, 7.07, 7.5, 2.83]"
2008 Gold Coast,round_4,Bede Durbidge,"[2.67, 7.67, 8.0, 7.73, 3.83]"
2008 Gold Coast,round_4,Ben Dunn,"[5.17, 5.0, 0.5, 2.53]"
2008 Gold Coast,round_4,Joel Parkinson,"[3.33, 5.67, 8.0, 6.5]"
2008 Gold Coast,round_4,Taylor Knox,"[7.17, 3.0, 4.0, 0.67, 2.0]"
2008 Gold Coast,round_4,Dean Morrison,"[8.83, 5.33, 6.77]"
2008 Gold Coast,round_4,Jordy Smith,"[3.83, 1.4, 6.67, 0.2, 1.67, 7.67, 0.73, 2.33]"
2008 Gold Coast,round_4,Mick Fanning,"[6.0, 7.67, 2.83, 6.67, 0.23]"
2008 Gold Coast,round_4,Leonardo Neves,"[2.33, 4.67, 5.43]"
2008 Gold Coast,round_4,Adrian Buchan,"[8.67, 0.43, 7.17, 2.43]"
2008 Gold Coast,round_4,Taj Burrow,"[1.67, 0.2, 3.17, 6.83, 5.17, 4.0]"
2008 Gold Coast,round_4,Jeremy Flores,"[0.43, 7.17, 6.0, 1.93, 8.17, 3.93]"
2008 Gold Coast,round_4,Tim Reyes,"[3.67, 6.4, 1.0, 0.43, 0.87, 4.0]"
2008 Gold Coast,round_4,Kelly Slater,"[8.83, 9.67, 1.83, 0.47, 1.03, 0.83]"
2008 Gold Coast,round_4,Adriano de Souza,"[7.0, 7.83, 0.3, 9.67, 3.73]"
2008 Gold Coast,round_4,Andy Irons,"[7.0, 0.73, 1.93, 8.5]"
2008 Gold Coast,round_4,Kai Otton,"[5.67, 6.0]"
2008 Gold Coast,quarter,Bede Durbidge,"[2.67, 9.33, 7.33, 4.0]"
2008 Gold Coast,quarter,Joel Parkinson,"[8.67, 5.17, 0.43, 6.67, 0.27, 0.37]"
2008 Gold Coast,quarter,Mick Fanning,"[1.5, 1.63, 7.67, 5.83, 6.67, 2.83]"
2008 Gold Coast,quarter,Dean Morrison,"[1.0, 5.33, 0.43, 4.33, 0.3, 0.83, 2.1, 7.73, 3.0]"
2008 Gold Coast,quarter,Jeremy Flores,"[0.27, 7.27, 2.0, 7.07, 8.67]"
2008 Gold Coast,quarter,Adrian Buchan,"[7.33, 3.83]"
2008 Gold Coast,quarter,Kelly Slater,"[5.17, 7.5, 0.83, 5.67, 1.07, 8.67, 4.17, 0.77, 5.0, 8.33, 1.63, 2.03]"
2008 Gold Coast,quarter,Andy Irons,"[1.4, 2.83, 3.17, 0.43, 0.67, 6.27, 4.67]"
2008 Gold Coast,semi,Mick Fanning,"[7.5, 2.5, 9.0, 0.33, 3.93, 8.23]"
2008 Gold Coast,semi,Bede Durbidge,"[1.07, 8.17, 1.5, 4.33, 2.33, 0.37, 1.77, 1.87, 8.5, 0.87, 3.17]"
2008 Gold Coast,semi,Kelly Slater,"[3.83, 4.5, 3.53, 9.8, 5.67]"
2008 Gold Coast,semi,Jeremy Flores,"[0.83, 7.5, 7.67, 0.87, 2.1]"
2008 Gold Coast,final,Kelly Slater,"[8.67, 3.17, 9.27, 3.0, 4.83, 0.4]"
2008 Gold Coast,final,Mick Fanning,"[5.17, 9.33, 0.3, 5.9]"
2008 Bells Beach,round_1,Bobby Martinez,"[6.67, 6.0]"
2008 Bells Beach,round_1,Luke Munro,"[0.93, 2.17, 0.67, 0.83, 4.17, 2.9]"
2008 Bells Beach,round_1,Royden Bryson,"[2.5, 3.17]"
2008 Bells Beach,round_1,Dayyan Neve,"[4.67, 5.33]"
2008 Bells Beach,round_1,Dean Morrison,"[2.17, 2.43, 5.67, 0.77, 2.43, 2.6]"
2008 Bells Beach,round_1,Travis Logie,"[3.0, 1.83, 3.0]"
2008 Bells Beach,round_1,Jeremy Flores,"[6.5, 6.33, 0.5]"
2008 Bells Beach,round_1,Bruce Irons,"[2.6, 5.4, 0.9, 5.43]"
2008 Bells Beach,round_1,Tiago Pires,"[0.83, 3.17, 5.0, 2.1, 1.5, 0.93, 4.0]"
2008 Bells Beach,round_1,Pancho Sullivan,"[5.17, 7.0, 2.67, 6.77]"
2008 Bells Beach,round_1,Neco Padaratz,"[2.0, 0.2, 4.67, 6.0]"
2008 Bells Beach,round_1,Jihad Khodr,"[4.67, 3.67, 5.47]"
2008 Bells Beach,round_1,Andy Irons,"[2.0, 7.17, 5.67]"
2008 Bells Beach,round_1,Jordy Smith,"[3.67, 6.5]"
2008 Bells Beach,round_1,Chris Ward,"[1.67, 1.87, 6.0]"
2008 Bells Beach,round_1,Daniel Ross,"[8.33, 2.33, 0.43, 9.0, 4.0]"
2008 Bells Beach,round_1,Bede Durbidge,"[0.5, 7.83, 4.5]"
2008 Bells Beach,round_1,Tim Reyes,"[1.9, 1.57, 0.8]"
2008 Bells Beach,round_1,Joel Parkinson,"[9.33, 3.33, 3.07, 6.93]"
2008 Bells Beach,round_1,Nic Muscroft,"[6.67, 5.23, 8.17]"
2008 Bells Beach,round_1,Ben Dunn,"[4.0, 2.0, 5.57]"
2008 Bells Beach,round_1,Adrian Buchan,"[4.33, 2.5, 6.0, 1.6]"
2008 Bells Beach,round_1,Stuart Kennedy,"[4.43, 5.33]"
2008 Bells Beach,round_1,Stuart Campbell,"[4.43, 5.33]"
2008 Bells Beach,round_1,Taj Burrow,"[0.9, 6.5, 7.17, 0.87, 2.3, 5.9]"
2008 Bells Beach,round_1,Leonardo Neves,"[1.67, 7.0, 1.93, 5.0]"
2008 Bells Beach,round_1,Nathan Hedge,"[1.6, 1.17, 5.93]"
2008 Bells Beach,round_1,Kelly Slater,"[4.5, 8.0, 9.5, 6.5]"
2008 Bells Beach,round_1,Adriano de Souza,"[9.0, 5.67, 2.23, 0.3, 3.93]"
2008 Bells Beach,round_1,Troy Brooks,"[0.57, 1.0, 0.7, 3.07, 1.07, 2.27]"
2008 Bells Beach,round_1,C.J. Hobgood,"[5.0, 2.0, 4.67, 6.83]"
2008 Bells Beach,round_1,Dane Reynolds,"[3.07, 5.83, 0.5, 2.4]"
2008 Bells Beach,round_1,Daniel Wills,"[3.33, 0.93, 1.13, 0.8]"
2008 Bells Beach,round_1,Jay Thompson,"[2.83, 4.4, 5.9, 5.03, 6.9, 0.67]"
2008 Bells Beach,round_1,Kai Otton,"[4.67, 5.0, 6.83, 4.77]"
2008 Bells Beach,round_1,Ricky Basnett,"[5.5, 0.27, 4.4, 5.33]"
2008 Bells Beach,round_1,Tom Whitaker,"[7.17, 0.23, 6.83, 8.5]"
2008 Bells Beach,round_1,Freddy Patacchia Jr.,"[4.67, 4.67, 1.0]"
2008 Bells Beach,round_1,Taylor Knox,[]
2008 Bells Beach,round_1,Mick Campbell,"[3.33, 5.83, 0.73, 6.43, 2.9]"
2008 Bells Beach,round_1,Mikael Picon,"[4.33, 4.5, 5.83, 0.57, 0.83, 5.77]"
2008 Bells Beach,round_1,Damien Hobgood,"[2.77, 5.57, 5.83]"
2008 Bells Beach,round_1,Kieren Perrow,"[6.83, 1.0, 7.5, 4.0]"
2008 Bells Beach,round_1,Heitor Alves,"[8.0, 0.3, 5.83, 0.2, 0.5]"
2008 Bells Beach,round_1,Rodrigo Dornelles,"[2.83, 1.33, 5.0]"
2008 Bells Beach,round_1,Roy Powers,"[4.0, 7.83, 6.0]"
2008 Bells Beach,round_1,Luke Stedman,"[8.33, 1.0, 4.9, 3.17]"
2008 Bells Beach,round_2,Mick Fanning,"[1.0, 7.5, 0.57, 6.67, 5.33]"
2008 Bells Beach,round_2,Stuart Kennedy,"[3.33, 2.17, 0.9, 1.93, 1.07]"
2008 Bells Beach,round_2,Bede Durbidge,"[0.6, 9.33, 8.0, 1.33]"
2008 Bells Beach,round_2,Nathan Hedge,"[3.83, 0.63, 0.3, 0.5, 2.5, 2.8]"
2008 Bells Beach,round_2,Troy Brooks,"[8.83, 0.7, 2.07, 4.67, 1.23, 2.9, 0.67, 7.27, 4.5]"
2008 Bells Beach,round_2,Dean Morrison,"[1.0, 1.93, 2.27, 7.17, 2.33, 3.67, 5.33, 2.77]"
2008 Bells Beach,round_2,Kai Otton,"[0.67, 7.83, 2.17, 6.67, 1.07]"
2008 Bells Beach,round_2,Nic Muscroft,"[0.63, 0.37, 7.6, 0.27]"
2008 Bells Beach,round_2,Luke Stedman,"[6.5, 1.5, 5.67, 5.17, 7.17]"
2008 Bells Beach,round_2,Chris Ward,"[2.67, 2.73, 3.33, 4.33, 1.0, 1.6, 3.9, 1.83, 9.0]"
2008 Bells Beach,round_2,Jihad Khodr,"[0.57, 6.17, 0.5, 0.5, 0.2, 5.13]"
2008 Bells Beach,round_2,Leonardo Neves,"[5.83, 1.0, 4.0, 4.5, 2.5]"
2008 Bells Beach,round_2,Adriano de Souza,"[2.83, 4.0, 2.0, 7.83, 3.8, 6.83, 1.07]"
2008 Bells Beach,round_2,Tiago Pires,"[4.67, 0.5, 4.6, 1.57, 0.27, 4.93, 1.4, 1.43]"
2008 Bells Beach,round_2,Ben Dunn,"[1.83, 1.57, 6.83, 3.1, 6.17, 1.83]"
2008 Bells Beach,round_2,Travis Logie,"[1.0, 4.67, 5.67, 0.27, 5.47]"
2008 Bells Beach,round_2,Tim Reyes,"[6.83, 1.5, 0.93, 0.93, 0.73, 4.83, 6.17, 6.5]"
2008 Bells Beach,round_2,Royden Bryson,"[0.5, 4.83, 1.27, 1.97]"
2008 Bells Beach,round_2,Daniel Wills,"[4.33, 1.0, 5.83, 7.67]"
2008 Bells Beach,round_2,Jordy Smith,"[0.5, 6.5, 3.67, 5.07, 4.47, 4.33]"
2008 Bells Beach,round_2,Neco Padaratz,"[0.5, 1.67, 2.67, 6.0, 6.77, 3.27]"
2008 Bells Beach,round_2,Ricky Basnett,"[4.67, 2.5, 0.37, 5.83, 4.17, 4.57, 0.33]"
2008 Bells Beach,round_2,Freddy Patacchia Jr.,"[1.33, 8.0, 4.5, 2.83]"
2008 Bells Beach,round_2,Bruce Irons,"[5.17, 6.5, 2.33, 0.3, 0.8]"
2008 Bells Beach,round_2,Luke Munro,"[1.67, 1.0, 0.2, 1.0, 0.5, 1.47, 0.3, 7.0, 4.27, 0.2, 1.77]"
2008 Bells Beach,round_2,Mikael Picon,"[4.5, 2.07, 3.0, 4.83, 0.93]"
2008 Bells Beach,round_2,Dane Reynolds,"[6.67, 0.73, 9.73, 9.0, 4.1]"
2008 Bells Beach,round_2,Heitor Alves,"[9.17, 2.33, 0.5, 0.83, 2.0, 0.83, 2.47]"
2008 Bells Beach,round_2,Roy Powers,"[7.83, 0.5, 5.5, 3.83, 4.27]"
2008 Bells Beach,round_2,Kieren Perrow,[]
2008 Bells Beach,round_2,Mick Campbell,"[1.0, 5.33, 6.0, 0.57, 2.5, 3.13, 0.23, 2.47]"
2008 Bells Beach,round_3,Bede Durbidge,"[0.6, 8.67, 7.17, 0.67]"
2008 Bells Beach,round_3,Freddy Patacchia Jr.,"[1.33, 0.33, 3.83, 2.1, 1.5, 3.33, 6.0]"
2008 Bells Beach,round_3,Dayyan Neve,"[6.67, 2.33, 0.93, 2.0, 5.0, 0.93, 8.0]"
2008 Bells Beach,round_3,Tom Whitaker,"[0.83, 2.83, 6.0, 1.67, 6.73, 1.8, 3.47, 5.27]"
2008 Bells Beach,round_3,Neco Padaratz,"[8.33, 7.5, 0.87, 6.17]"
2008 Bells Beach,round_3,Taylor Knox,"[0.93, 5.5, 0.23, 3.5]"
2008 Bells Beach,round_3,Joel Parkinson,"[6.67, 8.5, 6.5]"
2008 Bells Beach,round_3,Daniel Wills,"[4.67, 7.67, 2.0, 5.23]"
2008 Bells Beach,round_3,Jeremy Flores,"[0.2, 2.83, 5.67, 2.07, 4.07, 5.83, 6.4, 0.33, 2.77]"
2008 Bells Beach,round_3,Kieren Perrow,"[2.5, 3.67, 7.5, 2.03, 3.1, 3.37]"
2008 Bells Beach,round_3,Bobby Martinez,"[4.17, 7.5, 5.33, 6.83, 8.93]"
2008 Bells Beach,round_3,Jay Thompson,"[8.33, 2.83, 1.0, 0.7, 5.83, 2.07, 0.93]"
2008 Bells Beach,round_3,Adriano de Souza,"[8.5, 5.0, 6.67]"
2008 Bells Beach,round_3,Adrian Buchan,"[0.4, 2.0, 6.67, 1.9]"
2008 Bells Beach,round_3,Mick Fanning,"[0.37, 7.5, 7.83, 2.17, 1.73, 6.67, 9.17]"
2008 Bells Beach,round_3,Troy Brooks,"[5.5, 5.17, 1.67, 1.57, 3.17]"
2008 Bells Beach,round_3,Taj Burrow,"[5.83, 5.5]"
2008 Bells Beach,round_3,Daniel Ross,"[2.0, 7.17, 0.73, 0.7, 1.77]"
2008 Bells Beach,round_3,Luke Stedman,"[7.0, 1.9, 5.5, 2.23]"
2008 Bells Beach,round_3,Ben Dunn,"[3.17, 8.5]"
2008 Bells Beach,round_3,Roy Powers,"[8.83, 2.67, 0.27, 3.33]"
2008 Bells Beach,round_3,Pancho Sullivan,"[6.83, 0.5]"
2008 Bells Beach,round_3,Dane Reynolds,"[2.33, 8.83, 8.5, 9.9, 6.97]"
2008 Bells Beach,round_3,C.J. Hobgood,"[6.83, 7.33, 0.2, 0.5, 9.7, 5.17, 1.83, 6.5]"
2008 Bells Beach,round_3,Kelly Slater,"[7.5, 2.17, 9.17, 8.67, 2.87, 0.37, 9.23]"
2008 Bells Beach,round_3,Jihad Khodr,"[5.67, 0.23, 2.5, 6.83]"
2008 Bells Beach,round_3,Damien Hobgood,"[6.17, 6.67, 2.73]"
2008 Bells Beach,round_3,Tim Reyes,"[4.5, 7.5, 0.5, 3.5, 0.73]"
2008 Bells Beach,round_3,Andy Irons,"[7.67, 0.6, 5.0, 6.0, 0.4]"
2008 Bells Beach,round_3,Rodrigo Dornelles,"[4.33, 3.33, 1.9, 5.27, 6.17, 6.07]"
2008 Bells Beach,round_3,Kai Otton,"[6.83, 0.83, 3.0, 6.9, 6.47, 0.33, 1.23]"
2008 Bells Beach,round_3,Luke Munro,"[2.0, 5.67, 1.9, 6.83, 0.43, 4.5, 0.67]"
2008 Bells Beach,round_4,Bede Durbidge,"[5.67, 1.57, 8.0, 0.27, 3.67, 8.73, 1.0, 5.97, 1.7]"
2008 Bells Beach,round_4,Dayyan Neve,"[4.17, 5.43, 7.43, 0.33, 2.5, 5.93]"
2008 Bells Beach,round_4,Joel Parkinson,"[6.67, 5.83, 8.17, 3.5, 4.0, 8.1]"
2008 Bells Beach,round_4,Neco Padaratz,"[0.43, 0.83, 7.67, 4.9]"
2008 Bells Beach,round_4,Bobby Martinez,"[5.17, 7.5, 8.83]"
2008 Bells Beach,round_4,Jeremy Flores,"[4.5, 6.0, 0.83, 2.17, 7.1, 1.07, 5.3, 1.07, 4.4]"
2008 Bells Beach,round_4,Mick Fanning,"[7.83, 3.5, 8.0, 1.67, 2.33, 0.5, 6.4]"
2008 Bells Beach,round_4,Adriano de Souza,"[1.0, 4.67, 5.67, 1.87, 4.37, 5.93, 2.23]"
2008 Bells Beach,round_4,Taj Burrow,"[3.33, 0.23, 3.17, 6.5, 1.0, 8.0]"
2008 Bells Beach,round_4,Luke Stedman,"[5.0, 5.83, 0.5]"
2008 Bells Beach,round_4,Dane Reynolds,"[2.83, 1.33, 0.5, 6.67, 7.17, 7.23, 1.7]"
2008 Bells Beach,round_4,Roy Powers,"[6.0, 0.9, 3.33, 0.27, 2.57]"
2008 Bells Beach,round_4,Kelly Slater,"[8.5, 6.0, 4.17, 7.53, 3.67, 3.93]"
