,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Overall Qual,Overall Cond,Gr Liv Area,Kitchen Qual,Garage Area,Garage Qual,Garage Cond,Sale Type,SalePrice
633,Reg,Lvl,Inside,Edwards,2fmCon,1950,1950,TA,TA,5,5,1164,TA,240.0,TA,TA,ConLD,125000
634,Reg,Lvl,FR2,NPkVill,Twnhs,1975,1975,TA,TA,7,6,836,TA,308.0,TA,TA,WD ,120000
635,Reg,Lvl,Inside,Mitchel,1Fam,1951,1951,TA,Fa,1,3,1600,TA,270.0,Fa,TA,WD ,81500
636,Reg,Lvl,Inside,Edwards,Duplex,1990,1990,TA,Gd,6,5,816,TA,0.0,,,WD ,118500
637,Reg,Lvl,Inside,Somerst,1Fam,2009,2009,Ex,TA,9,5,1766,Ex,478.0,TA,TA,New,370878
638,Reg,HLS,Inside,Crawfor,Duplex,1949,1950,TA,TA,5,6,2002,TA,871.0,TA,TA,WD ,145000
639,IR1,Lvl,Corner,Crawfor,1Fam,1939,2006,Gd,Gd,7,9,1954,Gd,431.0,TA,TA,WD ,311500
640,Reg,Lvl,Inside,Blmngtn,TwnhsE,2006,2006,Gd,TA,7,5,1364,Gd,437.0,TA,TA,New,210250
641,IR1,Lvl,Corner,CollgCr,1Fam,2002,2002,Gd,TA,7,5,1861,Gd,492.0,TA,TA,WD ,200000
642,Reg,Lvl,Inside,Mitchel,Duplex,1977,1977,TA,TA,5,5,1734,Gd,539.0,TA,TA,COD,126000
643,Reg,Lvl,Corner,OldTown,1Fam,1900,2003,Gd,Gd,4,8,1039,TA,281.0,TA,TA,WD ,114000
644,Reg,Lvl,Inside,OldTown,1Fam,1910,1950,Gd,Gd,4,4,1510,Gd,720.0,TA,TA,WD ,87500
645,IR1,Lvl,Inside,StoneBr,1Fam,2005,2005,Gd,TA,8,5,2541,Ex,729.0,TA,TA,WD ,349265
646,IR1,Lvl,Inside,SawyerW,1Fam,2004,2004,Gd,TA,8,5,1512,Gd,845.0,TA,TA,WD ,203000
647,IR1,Lvl,Inside,SawyerW,1Fam,2001,2001,Gd,TA,7,5,1434,Gd,527.0,TA,TA,WD ,189000
648,IR1,Lvl,Inside,Somerst,1Fam,2003,2003,Gd,TA,7,5,1653,Gd,628.0,TA,TA,WD ,209000
649,Reg,Lvl,Corner,OldTown,1Fam,1900,1950,TA,TA,6,7,2007,Ex,357.0,TA,TA,WD ,160000
650,IR1,Lvl,CulDSac,Sawyer,1Fam,1974,1974,TA,TA,5,5,1037,TA,431.0,TA,TA,WD ,129000
651,Reg,Lvl,Inside,Mitchel,1Fam,1974,1975,TA,TA,5,5,1389,TA,418.0,TA,TA,WD ,170000
652,Reg,Lvl,Inside,Crawfor,1Fam,1913,2002,TA,TA,5,6,694,Gd,352.0,Gd,TA,WD ,90350
653,Reg,Lvl,Corner,Edwards,1Fam,1924,1950,TA,TA,6,5,1096,TA,0.0,,,WD ,79000
654,Reg,Lvl,Corner,CollgCr,1Fam,1972,1972,TA,TA,5,7,894,TA,552.0,TA,TA,WD ,149900
655,Reg,Lvl,Inside,NAmes,1Fam,1971,1971,TA,TA,5,5,864,TA,576.0,TA,TA,WD ,123000
656,Reg,Lvl,Inside,OldTown,1Fam,1900,1950,TA,TA,4,2,1774,TA,779.0,Fa,Fa,WD ,87000
657,Reg,Lvl,Inside,Mitchel,1Fam,1977,1977,TA,TA,6,6,1118,TA,358.0,TA,TA,WD ,171000
658,Reg,Lvl,Inside,NAmes,1Fam,1950,1950,TA,TA,6,5,1252,TA,288.0,TA,TA,WD ,119000
659,Reg,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,5,5,1148,TA,672.0,TA,TA,WD ,132500
660,Reg,Lvl,Inside,OldTown,1Fam,1925,1996,TA,Gd,8,7,1666,Gd,228.0,TA,TA,WD ,161000
661,IR1,Lvl,CulDSac,CollgCr,1Fam,2001,2002,Gd,TA,9,5,1947,Gd,725.0,TA,TA,WD ,274000
662,Reg,Lvl,FR2,Sawyer,1Fam,1967,1967,TA,TA,5,5,912,TA,336.0,TA,TA,WD ,125000
663,Reg,Lvl,Inside,Edwards,Duplex,1946,1950,TA,TA,5,6,1195,TA,0.0,,,WD ,98500
664,Reg,Lvl,Corner,NoRidge,1Fam,1994,1995,Gd,TA,8,5,1624,Gd,757.0,TA,TA,WD ,262000
665,IR1,Lvl,Inside,CollgCr,1Fam,1979,1979,TA,TA,5,7,914,TA,444.0,TA,TA,WD ,134900
666,Reg,Lvl,Inside,Timber,1Fam,1959,1959,TA,Gd,5,6,1328,TA,308.0,TA,TA,WD ,170000
667,Reg,Lvl,Inside,Crawfor,1Fam,1926,1991,TA,TA,6,8,1461,TA,225.0,TA,TA,WD ,135000
668,IR1,Lvl,Inside,NoRidge,1Fam,1990,1991,Gd,TA,6,5,2683,Gd,473.0,TA,TA,WD ,290000
669,Reg,Lvl,Inside,Gilbert,1Fam,2007,2007,Gd,TA,7,6,1258,Gd,462.0,TA,TA,New,173500
670,Reg,Bnk,Inside,Edwards,1Fam,1948,2002,TA,Gd,5,8,2008,Ex,230.0,TA,TA,WD ,225000
671,IR1,Lvl,CulDSac,NAmes,1Fam,1961,1961,TA,TA,5,5,1187,TA,440.0,TA,TA,CWD,140500
672,Reg,Lvl,Inside,CollgCr,1Fam,1994,1994,TA,TA,5,5,990,TA,299.0,TA,TA,WD ,126000
673,Reg,Lvl,Inside,Somerst,Twnhs,1999,1999,Gd,TA,8,5,1586,Gd,480.0,TA,TA,WD ,170000
674,IR2,Lvl,CulDSac,CollgCr,1Fam,1995,1995,TA,TA,5,5,990,TA,576.0,TA,TA,WD ,156000
675,IR1,Lvl,CulDSac,NAmes,1Fam,1957,1997,TA,TA,5,6,1600,TA,319.0,TA,TA,WD ,207500
676,Reg,Lvl,Inside,Somerst,1Fam,2007,2007,Gd,TA,8,5,1792,Gd,590.0,TA,TA,New,255000
677,Reg,Lvl,Inside,MeadowV,Twnhs,1973,1973,TA,TA,4,6,988,TA,297.0,TA,TA,WD ,94900
678,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,TA,5,6,1170,TA,338.0,TA,TA,WD ,140000
679,Reg,Lvl,Inside,OldTown,1Fam,1905,1950,TA,TA,3,5,1376,TA,216.0,TA,TA,WD ,96900
680,IR1,Lvl,CulDSac,NAmes,1Fam,1966,1966,TA,TA,5,6,1154,TA,480.0,TA,TA,WD ,154000
681,IR1,Lvl,Inside,OldTown,1Fam,1910,1999,Gd,Gd,8,9,1772,Gd,816.0,TA,TA,WD ,184900
682,Reg,Lvl,Inside,NridgHt,1Fam,2007,2008,Ex,TA,10,5,2084,Ex,1220.0,TA,TA,New,385000
683,Reg,Lvl,Inside,IDOTRR,1Fam,1936,1950,TA,TA,4,6,951,TA,327.0,TA,TA,WD ,106500
684,Reg,Lvl,Inside,NoRidge,1Fam,2000,2000,Gd,TA,8,5,2687,Gd,810.0,TA,TA,WD ,327000
685,Reg,Lvl,Corner,Somerst,1Fam,2005,2006,Ex,TA,9,5,2490,Ex,795.0,TA,TA,WD ,468000
686,Reg,Lvl,Corner,IDOTRR,1Fam,1927,1950,TA,Fa,6,6,1666,TA,384.0,Fa,TA,WD ,135000
687,Reg,Lvl,Inside,SawyerW,1Fam,2005,2005,Gd,TA,6,5,1141,TA,484.0,TA,TA,WD ,142500
688,Reg,Lvl,Inside,NAmes,1Fam,1968,1968,TA,TA,5,6,1464,TA,470.0,TA,TA,WD ,141000
689,Reg,Lvl,Inside,Edwards,2fmCon,1910,1991,TA,TA,5,7,1347,TA,0.0,,,WD ,107500
690,IR1,Lvl,Corner,SWISU,2fmCon,1942,1979,TA,TA,5,6,1282,TA,240.0,TA,TA,WD ,108500
691,IR1,Lvl,Inside,SawyerW,1Fam,1994,1994,TA,TA,6,5,1320,Gd,472.0,TA,TA,WD ,150000
692,Reg,Bnk,Inside,IDOTRR,1Fam,1916,1950,TA,TA,3,5,936,TA,0.0,,,WD ,78000
693,Reg,Lvl,FR2,Somerst,1Fam,2007,2008,Gd,TA,8,5,1580,Gd,830.0,TA,TA,ConLD,235128
694,IR2,Low,CulDSac,ClearCr,1Fam,1971,2002,TA,TA,7,5,1824,Gd,739.0,TA,TA,WD ,302000
695,IR1,Lvl,CulDSac,CollgCr,1Fam,1975,2001,TA,TA,5,6,1558,TA,440.0,TA,TA,WD ,163000
696,Reg,Lvl,Inside,Edwards,1Fam,1945,2007,TA,Gd,3,6,640,TA,240.0,TA,TA,ConLD,84900
697,Reg,Lvl,Inside,NPkVill,TwnhsE,1974,1974,TA,TA,6,5,1322,TA,440.0,TA,TA,WD ,147000
698,Reg,Lvl,Corner,OldTown,1Fam,1915,2005,Gd,TA,7,8,1826,Ex,164.0,Fa,Fa,WD ,155000
699,IR1,Lvl,CulDSac,Timber,1Fam,1990,1990,TA,TA,7,5,1339,TA,484.0,Gd,Gd,WD ,180000
700,Reg,Lvl,Inside,IDOTRR,2fmCon,1930,1950,Fa,Fa,4,5,1092,Fa,0.0,,,WD ,55000
701,IR1,Lvl,Corner,Timber,1Fam,2003,2003,Gd,TA,7,5,1146,Gd,438.0,TA,TA,WD ,187500
702,Reg,Lvl,Inside,Edwards,1Fam,1976,1976,TA,TA,6,6,1125,TA,352.0,TA,TA,WD ,125000
703,IR1,Lvl,Inside,Crawfor,1Fam,1936,1987,Gd,TA,7,7,2057,Gd,180.0,Fa,TA,WD ,250000
704,Reg,Lvl,Inside,OldTown,1Fam,1910,1950,TA,TA,5,6,899,TA,200.0,Fa,TA,WD ,78000
705,Reg,Lvl,Inside,OldTown,2fmCon,1910,1996,TA,TA,4,6,1594,TA,0.0,,,WD ,118000
706,Reg,Lvl,Inside,NridgHt,1Fam,2007,2007,Ex,TA,8,5,1694,Gd,818.0,TA,TA,New,318000
707,IR1,Lvl,Inside,SawyerW,1Fam,1993,1994,Gd,TA,8,5,1911,Gd,471.0,TA,TA,WD ,215000
708,Reg,Low,Inside,IDOTRR,1Fam,1925,1950,TA,TA,4,4,672,TA,0.0,,,WD ,72000
709,Reg,Lvl,Inside,NWAmes,1Fam,1976,1976,TA,TA,6,5,1523,TA,478.0,TA,TA,COD,180000
710,IR1,Lvl,Inside,Timber,1Fam,1986,1986,TA,TA,6,5,1651,TA,616.0,TA,TA,WD ,184000
711,Reg,Lvl,Corner,NAmes,1Fam,1959,1959,TA,TA,5,6,1041,TA,270.0,TA,TA,WD ,124500
712,Reg,Lvl,Corner,NAmes,Duplex,1958,1958,TA,TA,5,5,1604,TA,576.0,TA,TA,WD ,135000
713,Reg,Lvl,Inside,BrkSide,1Fam,1940,1989,TA,TA,6,7,1672,Gd,240.0,TA,TA,WD ,164900
714,Reg,Lvl,Inside,NWAmes,1Fam,1969,1969,TA,TA,7,5,1164,TA,528.0,TA,TA,COD,140000
715,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,TA,5,6,1041,TA,294.0,TA,TA,WD ,128000
716,IR1,Lvl,CulDSac,Sawyer,1Fam,1978,1978,TA,TA,6,8,1034,TA,504.0,TA,TA,WD ,153000
717,Reg,Lvl,Inside,OldTown,1Fam,1910,1950,Gd,TA,6,8,1609,TA,228.0,Fa,Fa,WD ,127500
718,Reg,Lvl,Inside,NAmes,1Fam,1950,2006,TA,Gd,5,8,1337,Gd,264.0,TA,TA,WD ,141500
719,IR1,Lvl,Corner,NoRidge,1Fam,1994,1995,Gd,TA,8,5,2622,Gd,712.0,TA,TA,WD ,325000
720,Reg,Lvl,Inside,NWAmes,1Fam,1993,1993,TA,TA,7,6,1594,Gd,472.0,TA,TA,WD ,188500
721,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,6,5,1262,Gd,572.0,TA,TA,New,185000
722,Reg,Lvl,Inside,SawyerW,1Fam,2005,2006,TA,TA,6,5,1175,Gd,0.0,,,WD ,146000
723,Reg,Lvl,Inside,OldTown,1Fam,1917,2007,TA,TA,6,7,1288,Ex,280.0,TA,TA,WD ,119000
724,Reg,Lvl,Inside,BrDale,Twnhs,1971,1971,TA,TA,5,5,1302,TA,280.0,TA,TA,COD,112000
725,IR1,Lvl,Inside,Somerst,TwnhsE,2005,2005,Gd,TA,8,5,1247,Gd,550.0,TA,TA,WD ,197000
726,IR1,Lvl,Inside,NridgHt,1Fam,2006,2006,Gd,TA,9,5,2589,Ex,831.0,TA,TA,New,412083
727,IR1,Lvl,CulDSac,Mitchel,1Fam,2002,2002,Gd,TA,8,5,1689,Gd,857.0,TA,TA,WD ,271000
728,Reg,Lvl,Inside,NridgHt,TwnhsE,2003,2003,Gd,TA,7,5,1405,Gd,478.0,TA,TA,WD ,200000
729,IR1,Lvl,CulDSac,NWAmes,1Fam,1976,1976,TA,TA,7,6,1324,Gd,585.0,TA,TA,WD ,174000
730,Reg,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,5,5,1377,TA,351.0,TA,TA,WD ,156500
731,IR1,Lvl,Corner,Timber,1Fam,1996,1997,Gd,TA,6,5,1756,TA,422.0,TA,TA,WD ,204000
732,IR1,Lvl,CulDSac,Sawyer,1Fam,1966,2006,TA,TA,5,6,1228,Gd,271.0,TA,TA,WD ,149350
733,IR1,Lvl,Corner,NAmes,1Fam,1954,1954,TA,TA,5,6,1008,TA,275.0,TA,TA,WD ,137000
734,IR1,Lvl,Inside,CollgCr,1Fam,1998,1999,Gd,TA,7,5,2031,Gd,541.0,TA,TA,WD ,222500
735,IR1,Lvl,Inside,Gilbert,1Fam,2007,2007,Gd,TA,6,5,1504,Gd,440.0,TA,TA,New,166000
736,Reg,Lvl,Inside,OldTown,1Fam,1920,1950,TA,TA,5,7,936,TA,0.0,,,WD ,109500
737,IR1,Lvl,CulDSac,Edwards,1Fam,1954,1954,TA,TA,4,5,1383,TA,498.0,Fa,TA,WD ,122000
738,Reg,Lvl,Inside,OldTown,1Fam,1920,1990,TA,TA,5,6,967,TA,180.0,Fa,TA,WD ,99900
739,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1656,Gd,826.0,TA,TA,WD ,249700
740,Reg,Lvl,Inside,Crawfor,1Fam,1950,2004,TA,Gd,6,8,1152,Gd,300.0,TA,TA,WD ,158500
741,IR1,Lvl,Inside,SawyerW,1Fam,2005,2005,TA,TA,6,5,1142,Gd,0.0,,,WD ,139500
742,IR1,Lvl,Inside,Timber,1Fam,2000,2000,Gd,TA,6,5,1403,Gd,470.0,TA,TA,WD ,202000
743,Reg,Lvl,Corner,NAmes,Duplex,1959,2005,TA,TA,5,5,1712,TA,588.0,TA,TA,WD ,145000
744,Reg,Lvl,Inside,Sawyer,Duplex,1969,1969,TA,TA,4,4,1258,TA,400.0,Fa,TA,WD ,108959
745,IR1,Bnk,Inside,Timber,1Fam,1948,1950,TA,TA,5,5,1687,TA,572.0,TA,TA,WD ,160000
746,Reg,Lvl,Inside,NAmes,Duplex,1958,1958,TA,TA,5,5,1560,TA,484.0,TA,TA,WD ,128600
747,Reg,Lvl,CulDSac,NWAmes,1Fam,1976,1976,TA,TA,7,7,1935,TA,550.0,TA,TA,WD ,197900
748,IR1,Lvl,Inside,NWAmes,1Fam,1976,1976,Gd,TA,7,5,1083,TA,596.0,TA,TA,WD ,172000
749,IR1,Lvl,CulDSac,CollgCr,1Fam,1977,1977,TA,TA,5,4,907,TA,308.0,TA,TA,WD ,130000
750,IR1,Lvl,Inside,Timber,1Fam,1999,2000,Gd,TA,6,5,1675,Gd,435.0,TA,TA,WD ,195000
751,Reg,HLS,Inside,Mitchel,1Fam,1954,1954,TA,TA,5,5,988,TA,520.0,TA,TA,WD ,113000
752,Reg,Lvl,Corner,Mitchel,1Fam,2001,2001,Gd,TA,8,5,1491,Gd,490.0,TA,TA,WD ,209000
753,IR1,Lvl,Corner,Timber,1Fam,1987,1989,TA,TA,7,5,1479,Gd,578.0,TA,TA,WD ,213500
754,Reg,Lvl,Corner,NAmes,1Fam,1951,1951,TA,TA,5,5,1112,TA,480.0,TA,TA,WD ,126000
755,Reg,Lvl,Corner,Edwards,1Fam,1956,1956,TA,TA,6,5,1689,TA,480.0,TA,TA,COD,127500
756,Reg,HLS,Inside,StoneBr,TwnhsE,2007,2007,Ex,TA,9,5,1710,Ex,557.0,TA,TA,WD ,334000
757,IR1,Lvl,Corner,NAmes,1Fam,1960,1960,TA,TA,6,5,1253,TA,352.0,TA,TA,WD ,157000
758,Reg,Lvl,Inside,NAmes,1Fam,1962,1962,TA,TA,5,5,864,TA,294.0,TA,TA,WD ,125500
759,Reg,Lvl,Inside,CollgCr,1Fam,2005,2005,Gd,TA,7,5,1456,Gd,410.0,TA,TA,WD ,189000
760,IR1,Lvl,CulDSac,Mitchel,1Fam,1990,1991,TA,TA,7,5,1217,Gd,497.0,TA,TA,WD ,173000
761,IR1,Low,Corner,Veenker,1Fam,1974,1974,Gd,Fa,7,4,2646,Gd,550.0,TA,TA,WD ,260000
762,IR1,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,8,5,1768,Gd,578.0,TA,TA,WD ,212000
763,IR1,Lvl,CulDSac,CollgCr,1Fam,1996,1996,Gd,TA,5,5,914,TA,576.0,TA,TA,WD ,148000
764,IR1,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,6,5,1775,TA,480.0,TA,TA,COD,136300
765,IR1,Lvl,Inside,Sawyer,Duplex,1977,1977,TA,TA,5,5,2620,TA,600.0,TA,TA,WD ,190000
766,Reg,Lvl,Inside,OldTown,2fmCon,1900,2006,TA,Fa,5,5,1627,TA,420.0,Fa,Po,WD ,139500
767,Reg,Lvl,Inside,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1320,Gd,400.0,TA,TA,WD ,162000
768,Reg,Lvl,Inside,IDOTRR,1Fam,1939,1950,TA,TA,4,5,1123,TA,264.0,TA,TA,WD ,100000
769,IR1,Lvl,Inside,Mitchel,1Fam,1968,2003,TA,TA,5,7,874,TA,288.0,TA,TA,WD ,126500
770,IR1,Lvl,Inside,SawyerW,1Fam,1986,1987,Gd,TA,7,5,2730,Gd,576.0,TA,TA,WD ,301000
771,IR1,Lvl,Inside,CollgCr,1Fam,1997,1997,TA,Gd,6,5,1786,Gd,684.0,TA,TA,WD ,204750
772,Reg,Lvl,Inside,NAmes,Duplex,1949,1950,TA,TA,4,5,1040,TA,420.0,TA,TA,WD ,90000
773,Reg,Lvl,Inside,OldTown,2fmCon,1920,1960,TA,TA,5,5,2350,TA,393.0,TA,TA,WD ,130000
774,Reg,Lvl,Inside,NAmes,1Fam,1968,1968,TA,TA,5,5,1770,TA,530.0,TA,TA,WD ,155000
775,Reg,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,5,6,1269,TA,308.0,TA,TA,WD ,155000
776,Reg,Lvl,Inside,Sawyer,2fmCon,1965,1965,TA,TA,5,4,1039,TA,504.0,TA,TA,WD ,131500
777,Reg,Lvl,Inside,NAmes,1Fam,1955,1972,TA,TA,6,6,1520,TA,364.0,TA,TA,WD ,153000
778,Reg,Lvl,Inside,NridgHt,1Fam,2007,2008,Gd,TA,8,5,1704,Gd,772.0,TA,TA,WD ,306000
779,Reg,Lvl,Inside,NridgHt,TwnhsE,2006,2006,Gd,TA,9,5,1686,Ex,899.0,TA,TA,New,332200
780,IR1,HLS,Inside,Timber,1Fam,2007,2008,Gd,TA,8,5,1646,Gd,800.0,TA,TA,New,293077
781,Reg,Lvl,FR2,NAmes,1Fam,1961,1961,TA,Gd,4,7,914,TA,270.0,Fa,TA,WD ,128000
782,Reg,Lvl,Corner,OldTown,1Fam,1926,2004,TA,Gd,6,7,1616,Gd,216.0,TA,TA,WD ,152000
783,Reg,Lvl,Inside,NAmes,1Fam,1949,1950,TA,TA,4,4,1192,TA,0.0,,,WD ,135000
784,Reg,Lvl,Inside,OldTown,1Fam,1880,1950,TA,TA,6,4,2210,Fa,205.0,Fa,TA,WD ,117500
785,Reg,Lvl,Inside,OldTown,1Fam,1927,1950,TA,TA,6,6,1296,TA,576.0,TA,TA,WD ,127500
786,IR1,Lvl,Inside,Veenker,1Fam,1981,1981,Gd,TA,8,5,2497,Gd,676.0,TA,TA,WD ,373000
787,Reg,Lvl,Inside,MeadowV,Twnhs,1970,2007,TA,Gd,6,9,1092,TA,0.0,,,WD ,98000
788,IR1,Lvl,FR2,Crawfor,1Fam,1994,2007,TA,TA,7,6,1652,Gd,473.0,TA,TA,WD ,203135
789,Reg,Lvl,Inside,CollgCr,1Fam,1996,1996,Gd,TA,7,5,1716,Gd,512.0,TA,TA,WD ,191000
790,IR1,Lvl,Inside,NAmes,1Fam,1956,1956,TA,TA,5,5,1014,TA,267.0,TA,TA,WD ,98000
791,Reg,Lvl,Inside,Edwards,Duplex,1987,1988,TA,TA,5,5,1200,TA,0.0,,,WD ,179000
792,IR1,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1432,Gd,492.0,TA,TA,WD ,245000
793,Reg,Lvl,Inside,NWAmes,1Fam,1998,1999,Gd,TA,7,5,1680,Gd,583.0,TA,TA,WD ,213250
794,Reg,Lvl,Inside,OldTown,1Fam,1948,1950,TA,TA,4,6,869,TA,390.0,Fa,TA,WD ,89900
795,IR1,Lvl,Corner,Gilbert,1Fam,1998,1998,TA,TA,7,5,1718,TA,427.0,TA,TA,WD ,185000
796,Reg,Lvl,Inside,BrDale,Twnhs,1973,1973,TA,TA,6,6,1092,TA,264.0,TA,TA,WD ,113500
797,Reg,Lvl,Inside,NAmes,1Fam,1929,1950,TA,Fa,3,3,715,TA,660.0,Fa,TA,WD ,68000
798,IR1,Lvl,Inside,Mitchel,1Fam,2003,2003,Gd,TA,7,5,1560,Gd,573.0,TA,TA,WD ,201000
799,Reg,Lvl,Inside,Somerst,1Fam,2005,2005,Gd,TA,7,5,1768,Gd,603.0,TA,TA,WD ,226700
800,IR2,Lvl,CulDSac,NridgHt,1Fam,2007,2007,Ex,TA,10,5,2290,Ex,1174.0,TA,TA,New,500067
801,IR1,Lvl,Inside,Gilbert,1Fam,2004,2005,Gd,TA,7,5,1598,Gd,433.0,TA,TA,WD ,201490
802,Reg,Low,Inside,CollgCr,1Fam,1994,1994,TA,TA,5,7,990,TA,528.0,TA,TA,WD ,155000
803,IR1,Lvl,Inside,NAmes,Duplex,1978,1978,TA,Gd,5,7,941,Gd,564.0,TA,TA,WD ,145000
804,IR1,Lvl,FR3,BrkSide,1Fam,1920,1999,TA,TA,6,8,1362,TA,502.0,TA,Fa,WD ,128000
805,IR1,Lvl,Inside,Gilbert,1Fam,2000,2000,TA,TA,6,5,1690,TA,442.0,TA,TA,WD ,187000
806,Reg,Lvl,Inside,Edwards,TwnhsE,2005,2006,TA,TA,6,5,1072,TA,525.0,TA,TA,WD ,145500
807,Reg,Lvl,Inside,IDOTRR,1Fam,1925,1950,TA,TA,4,6,572,TA,200.0,TA,TA,WD ,75000
808,IR1,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,7,5,1546,Gd,796.0,TA,TA,WD ,217000
809,IR1,Lvl,Corner,Timber,1Fam,2008,2008,Gd,TA,7,5,1346,Gd,660.0,TA,TA,WD ,220000
810,Reg,Lvl,Inside,NWAmes,1Fam,1972,1972,TA,TA,6,5,1790,TA,484.0,TA,TA,WD ,165150
811,IR1,Low,Inside,CollgCr,1Fam,1978,1978,TA,TA,6,6,1026,TA,576.0,TA,Fa,WD ,147000
812,Reg,Lvl,Inside,CollgCr,1Fam,1996,1996,Gd,TA,7,5,1504,Gd,478.0,TA,TA,WD ,203000
813,IR1,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,5,5,1700,Gd,447.0,TA,TA,WD ,165500
814,Reg,Lvl,Inside,Edwards,1Fam,1914,1950,TA,TA,3,3,864,TA,0.0,,,WD ,67000
815,Reg,Lvl,Inside,NAmes,1Fam,1964,1993,TA,TA,6,8,1851,Gd,440.0,TA,TA,WD ,187000
816,Reg,Lvl,Inside,Somerst,TwnhsE,2000,2000,Gd,TA,6,5,1512,Gd,440.0,TA,TA,WD ,180000
817,Reg,HLS,Inside,Crawfor,1Fam,1921,2005,TA,TA,6,7,1298,TA,240.0,TA,TA,WD ,146500
818,Reg,Lvl,Inside,CollgCr,1Fam,2000,2000,Gd,TA,7,5,1673,Gd,583.0,TA,TA,WD ,270000
819,Reg,Lvl,Inside,SawyerW,1Fam,1992,1992,TA,TA,6,6,996,Gd,564.0,TA,TA,WD ,147000
820,Reg,Lvl,Inside,NAmes,1Fam,1948,2004,TA,TA,6,8,1224,TA,280.0,TA,TA,WD ,132000
821,Reg,Lvl,Corner,OldTown,1Fam,1920,1950,Fa,TA,4,6,1374,TA,338.0,TA,TA,WD ,105000
822,Reg,Bnk,Inside,SWISU,2fmCon,1912,2000,TA,Fa,5,6,1716,Fa,0.0,,,WD ,135900
823,IR2,HLS,CulDSac,StoneBr,1Fam,2003,2003,Ex,TA,8,5,3279,Ex,841.0,TA,TA,WD ,538000
824,Reg,Lvl,Inside,SawyerW,1Fam,2006,2006,Gd,TA,7,5,1143,Gd,0.0,,,WD ,147000
825,IR1,Lvl,Corner,NridgHt,1Fam,2006,2007,Gd,TA,9,5,1652,Ex,840.0,TA,TA,WD ,325000
826,Reg,Lvl,Inside,Sawyer,1Fam,1947,1993,Gd,TA,5,6,1054,TA,240.0,TA,TA,WD ,124000
827,IR1,Lvl,CulDSac,Sawyer,1Fam,1965,1965,TA,TA,5,6,935,TA,288.0,TA,TA,WD ,137000
828,Reg,Lvl,Inside,OldTown,1Fam,1915,1950,TA,TA,4,5,2377,Gd,528.0,TA,TA,WD ,142900
829,Reg,Lvl,Inside,OldTown,1Fam,1948,2005,TA,TA,5,7,1122,Gd,528.0,TA,TA,WD ,147000
830,IR1,Lvl,Inside,NAmes,1Fam,1970,1970,TA,TA,5,5,1180,TA,477.0,TA,TA,COD,128000
831,IR1,Bnk,Corner,OldTown,1Fam,1916,1950,TA,TA,7,6,1690,TA,225.0,TA,TA,ConLw,144000
832,IR1,Lvl,Inside,NridgHt,TwnhsE,2006,2006,Gd,TA,8,5,1370,Gd,484.0,TA,TA,WD ,205000
833,Reg,Lvl,Corner,Edwards,1Fam,1964,1999,TA,Gd,5,7,1486,TA,480.0,TA,TA,WD ,167000
834,Reg,Lvl,Inside,OldTown,1Fam,1941,1950,TA,TA,5,6,1131,TA,200.0,TA,TA,WD ,66500
835,IR1,Lvl,Inside,NoRidge,1Fam,1993,1993,Gd,TA,8,5,2799,Gd,704.0,TA,TA,WD ,315000
836,IR1,Lvl,Corner,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1456,Gd,440.0,TA,TA,New,155835
837,IR1,Lvl,Corner,StoneBr,TwnhsE,1995,1996,Gd,TA,8,5,1734,Gd,528.0,TA,TA,WD ,239500
838,IR1,Lvl,Inside,NridgHt,1Fam,2006,2006,Gd,TA,9,5,1531,Ex,700.0,TA,TA,WD ,300000
839,Reg,Lvl,Inside,Timber,1Fam,2002,2002,Gd,TA,8,5,1922,Gd,692.0,TA,TA,WD ,282000
840,Reg,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,5,5,1144,TA,336.0,TA,TA,WD ,120000
841,IR1,Low,CulDSac,ClearCr,1Fam,1954,2005,TA,TA,7,7,1363,TA,439.0,TA,TA,WD ,241500
842,IR1,Lvl,Inside,NridgHt,TwnhsE,2008,2008,Ex,TA,9,5,1866,Ex,870.0,TA,TA,New,336860
843,Reg,Lvl,Inside,IDOTRR,1Fam,1922,1950,TA,TA,3,4,1077,TA,210.0,TA,Fa,WD ,91000
844,IR2,Lvl,Inside,Somerst,TwnhsE,2006,2007,Gd,TA,8,5,1550,Gd,528.0,TA,TA,New,207500
